ticket_id,channel,plan,region,ticket_text,priority,zs_guess,zs_confidence,category
CB-6387,in-app,Free,APAC,Following up: Duplicate records appear after every sync run. It worked fine last week.,high,bug_ui,0.8317,data_sync
CB-7366,in-app,Enterprise,LATAM,Queries slow down dramatically once we pass a million rows. Let me know.,urgent,performance,0.8656,performance
CB-6444,in-app,Business,LATAM,raising this again: the sync reports success but the record count is zero,low,bug_ui,0.631,data_sync
CB-6155,phone,Enterprise,APAC,Raising this again: We are being billed for a sandbox account we never use. We are on the Team plan.,urgent,billing_plan,0.9677,billing_plan
CB-6362,phone,Team,North America,Raising this again: The sync uses the wrong primary key and overwrites rows.,high,bug_ui,0.8841,data_sync
CB-6844,email,Enterprise,APAC,"Hi team, How do I give a contractor access that expires automatically? Only happens for our EMEA users. Can someone take a look?",high,how_to,0.9497,how_to
CB-6747,in-app,Business,APAC,Can I group by two fields at once? This started yesterday.,normal,how_to,0.9364,how_to
CB-6166,in-app,Business,LATAM,"Hello, I need a W-9 and an itemised invoice for accounting. This is urgent.",normal,billing_plan,0.942,billing_plan
CB-6642,in-app,Business,APAC,Quick one: Please add a bulk export of every view definition. Happy to jump on a call if easier.,normal,how_to,0.5659,feature_request
CB-6733,in-app,Free,North America,Not sure if this is the right place but Can I tag records and filter by tag later?,normal,how_to,0.6728,how_to
CB-7144,in-app,Free,APAC,Raising this again: Our SCIM provisioning stopped creating new users last Tuesday. It affects about a dozen people. We need this resolved before month end.,normal,performance,0.7677,login_access
CB-6467,chat,Enterprise,North America,Hey The sync uses the wrong primary key and overwrites rows.,low,bug_ui,0.9315,data_sync
CB-6564,in-app,Business,North America,raising this again: can you support single sign-on for our smaller subsidiary too?,low,login_access,0.7524,feature_request
CB-7100,in-app,Free,North America,"Not sure if this is the right place but The password reset email never arrives, I have checked spam. It worked fine last week. Any help appreciated.",urgent,login_access,0.8654,login_access
CB-6011,phone,Business,APAC,Hey I need a W-9 and an itemised invoice for accounting.,normal,billing_plan,0.8804,billing_plan
CB-6601,chat,Team,LATAM,Not sure if this is the right place but Can you let us localise dashboard titles for different regions?,high,bug_ui,0.3721,feature_request
CB-6874,chat,Business,EMEA,Sorry to bother you but Can I see the history of a metric definition? No rush on this one.,low,bug_ui,0.4401,how_to
CB-6439,email,Enterprise,North America,We get stale data for one region only.,normal,bug_ui,0.5637,data_sync
CB-6433,phone,Business,APAC,hey our custom fields lose their values on every sync,high,bug_ui,0.6771,data_sync
CB-7168,in-app,Free,LATAM,following up: the session cookie is rejected when we use the product in an iframe,normal,integrations,0.5679,login_access
CB-6457,chat,Free,North America,"Morning, The sync only picks up records changed in the last hour, not the last day. We are on the Team plan.",normal,bug_ui,0.5081,data_sync
CB-6867,phone,Free,North America,"Hello, How do I duplicate a dashboard into another workspace?",normal,how_to,0.9831,how_to
CB-6724,in-app,Team,North America,Not sure if this is the right place but How do I change who receives the weekly summary? We need this resolved before month end.,urgent,how_to,0.8161,how_to
CB-7387,phone,Free,LATAM,The product is fine for one user but crawls with twenty. Reproduced on two machines.,high,performance,0.8381,performance
CB-6008,email,Business,EMEA,"Hi, The usage overage charge is much larger than we expected. Not blocking but annoying.",normal,billing_plan,0.7971,billing_plan
CB-7370,phone,Enterprise,EMEA,The app is much slower in Firefox than in Chrome. Screenshot attached.,normal,performance,0.9183,performance
CB-6519,in-app,Team,North America,Sorry to bother you but Empty values are being stored as the string null.,normal,bug_ui,0.4679,data_sync
CB-6094,in-app,Team,North America,"Hi team, The invoice email goes to a person who left the company.",urgent,billing_plan,0.9856,billing_plan
CB-6144,chat,Team,LATAM,quick one: the usage overage charge is much larger than we expected,normal,billing_plan,0.4943,billing_plan
CB-7234,in-app,Free,EMEA,Sorry to bother you but Filtering by date range on a year of data never returns.,normal,bug_ui,0.6805,performance
CB-7338,in-app,Business,North America,"Hello, Server response times spike every hour on the hour. I have cleared cache and tried incognito.",urgent,performance,0.952,performance
CB-6972,chat,Free,North America,Hey Our custom connector is throttled harder than the official one.,urgent,integrations,0.7094,integrations
CB-6269,email,Free,APAC,Following up: The date picker will not let me select anything before 2024. Fairly low priority. We need this resolved before month end.,normal,bug_ui,0.4337,bug_ui
CB-6465,in-app,Enterprise,EMEA,Changes made here are not written back upstream. Can someone take a look?,urgent,bug_ui,0.31,data_sync
CB-6657,email,Team,LATAM,Raising this again: We need the ability to set a retention policy per workspace. No rush on this one.,low,feature_request,0.8479,feature_request
CB-6955,phone,Free,EMEA,not sure if this is the right place but the outbound webhook does not include the record identifier,normal,integrations,0.8053,integrations
CB-6481,in-app,Enterprise,North America,"Hi team, The row counts do not match our warehouse. Any help appreciated.",high,bug_ui,0.9862,data_sync
CB-6818,phone,Free,APAC,How do I set a default filter for everyone on my team? Happens roughly half the time.,urgent,how_to,0.937,how_to
CB-6048,email,Business,North America,"Hello, I need invoices for the last twelve months in one download. Only happens for our EMEA users.",normal,billing_plan,0.9713,billing_plan
CB-6100,in-app,Team,EMEA,Following up: Our purchase order number is missing from the invoice. Thanks!,low,billing_plan,0.9339,billing_plan
CB-7361,phone,Free,North America,"Hello, Large reports fail with a gateway timeout. It affects about a dozen people.",low,performance,0.9437,performance
CB-6501,email,Business,LATAM,Quick one: We get stale data for one region only. Not blocking but annoying.,high,bug_ui,0.533,data_sync
CB-6778,chat,Free,LATAM,How do I set a default filter for everyone on my team? Nothing changed on our side.,urgent,how_to,0.9773,how_to
CB-6780,chat,Business,APAC,Sorry to bother you but What is the right way to share a dashboard outside the company? This started yesterday. Fairly low priority. Can someone take a look?,urgent,how_to,0.8826,how_to
CB-6801,phone,Enterprise,LATAM,Not sure if this is the right place but How do I move a dashboard to a different owner?,urgent,how_to,0.9629,how_to
CB-6021,chat,Free,EMEA,second time asking about this the tax exemption certificate we uploaded is being ignored,normal,data_sync,0.3636,billing_plan
CB-7018,phone,Free,LATAM,"Hi, The connector duplicates our accounts as separate records. Ticket reference from last time was in the thread.",high,integrations,0.7063,integrations
CB-6052,chat,Business,LATAM,"morning, we are charged in advance but the contract says in arrears",high,billing_plan,0.9763,billing_plan
CB-7241,email,Enterprise,North America,Raising this again: The loading spinner runs indefinitely with no error.,urgent,performance,0.2435,performance
CB-7340,chat,Free,North America,Second time asking about this. Queries that finish quickly in the console time out in the UI. Can someone take a look?,urgent,performance,0.7098,performance
CB-6105,in-app,Business,North America,Our spend has doubled and we cannot see what drove it. Not blocking but annoying. Thanks in advance.,high,bug_ui,0.59,billing_plan
CB-7219,phone,Free,EMEA,Reporting on behalf of my team: Our identity provider says the assertion audience does not match.,urgent,bug_ui,0.7254,login_access
CB-6301,email,Enterprise,LATAM,Quick one: The sidebar collapses every time I navigate. Only happens for our EMEA users.,low,bug_ui,0.4463,bug_ui
CB-7315,phone,Team,LATAM,"Hi team, The app pegs one CPU core continuously in the background.",normal,performance,0.9457,performance
CB-6688,email,Business,APAC,Not sure if this is the right place but Can you support two-factor via hardware keys? Not blocking but annoying.,normal,feature_request,0.4927,feature_request
CB-6207,in-app,Enterprise,EMEA,Following up: The row hover highlight lags one row behind the cursor.,low,bug_ui,0.5302,bug_ui
CB-6208,in-app,Enterprise,APAC,The truncated numbers drop the thousands separator. Not blocking but annoying.,low,bug_ui,0.9701,bug_ui
CB-6220,in-app,Enterprise,EMEA,Quick one: The breadcrumb shows a folder that no longer exists. Nothing changed on our side.,normal,bug_ui,0.3599,bug_ui
CB-6434,chat,Team,North America,Second time asking about this. Currency amounts are off by a factor of one hundred. It affects about a dozen people. Happy to jump on a call if easier.,normal,bug_ui,0.9003,data_sync
CB-6393,email,Team,LATAM,"Morning, The sync order means related records arrive before their parents. Our admin has already tried the usual steps.",normal,bug_ui,0.6679,data_sync
CB-6489,email,Business,APAC,Following up: Nested records are flattened in a way that loses information. Thanks!,normal,bug_ui,0.9002,data_sync
CB-7132,phone,Enterprise,EMEA,Reporting on behalf of my team: Desktop sign-in works but the mobile app rejects the same password.,low,login_access,0.9239,login_access
CB-6211,chat,Free,EMEA,Reporting on behalf of my team: The dropdown closes before I can scroll to my option. This is blocking our weekly reporting.,normal,performance,0.5615,bug_ui
CB-6934,in-app,Team,North America,"Hello, The webhook retries flood our endpoint after one failure. Can someone take a look?",normal,integrations,0.9385,integrations
CB-7239,in-app,Enterprise,EMEA,The app pegs one CPU core continuously in the background. Ticket reference from last time was in the thread.,normal,performance,0.965,performance
CB-6753,phone,Business,LATAM,"Morning, How do I change who receives the weekly summary? This is blocking our weekly reporting. Not blocking but annoying.",normal,how_to,0.8653,how_to
CB-6452,chat,Enterprise,North America,"Hello, The sync order means related records arrive before their parents.",high,bug_ui,0.7128,data_sync
CB-7187,chat,Enterprise,North America,"Hi, The account switcher shows an organisation we no longer belong to.",normal,login_access,0.9278,login_access
CB-6888,email,Business,North America,Not sure if this is the right place but The webhook retries flood our endpoint after one failure. Ticket reference from last time was in the thread.,normal,integrations,0.8312,integrations
CB-6310,email,Enterprise,APAC,"Hi, The notification badge never clears. Let me know.",urgent,performance,0.8814,bug_ui
